,dataset,model,fold,structural_characteristic,is_member,spearman,mae
0,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,0,is_buried,0,0.657708047946589,0.1505861939314663
1,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,0,is_buried,0,0.6564543325849316,0.17496014301602206
2,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,0,is_buried,0,0.6129492056628014,0.16318552608037726
3,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,0,is_buried,0,0.5091856682940858,0.18515460481950827
4,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,1,is_buried,0,0.70164828956629,0.14865904910537245
5,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,1,is_buried,0,0.701285372499327,0.18010497022966976
6,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,1,is_buried,0,0.6354848042650454,0.16098457540704467
7,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,1,is_buried,0,0.5415512522836059,0.19234739463719608
8,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,2,is_buried,0,0.7195643278671073,0.14912768990474473
9,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,2,is_buried,0,0.7197199116240626,0.17462119002561843
10,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,2,is_buried,0,0.6868141151370286,0.15370628725852575
11,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,2,is_buried,0,0.5583948572932492,0.18634781400637063
12,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,3,is_buried,0,0.6999514447389286,0.1677250438618515
13,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,3,is_buried,0,0.6990590613631269,0.19833045733338844
14,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,3,is_buried,0,0.6628789214879436,0.17184895026397146
15,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,3,is_buried,0,0.5674628158124891,0.20839741635324976
16,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,4,is_buried,0,0.6891449721904798,0.1389929629970926
17,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,4,is_buried,0,0.6889844911239834,0.15375717356212396
18,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,4,is_buried,0,0.6391958273221837,0.14304188787767275
19,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,4,is_buried,0,0.5019594148589354,0.1714577628383709
20,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,5,is_buried,0,0.6779749597952428,0.14442217722805534
21,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,5,is_buried,0,0.6773783225147404,0.163259643238984
22,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,5,is_buried,0,0.6598736647490111,0.1510580707892515
23,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,5,is_buried,0,0.5060432965204155,0.18639641935392812
24,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,6,is_buried,0,0.7010259386810115,0.1569846019271205
25,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,6,is_buried,0,0.7011814333739512,0.18063988374414924
26,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,6,is_buried,0,0.6878636679249379,0.1610243918650135
27,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,6,is_buried,0,0.515582176562057,0.20126517089433438
28,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,7,is_buried,0,0.7434527466259638,0.15388609506316606
29,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,7,is_buried,0,0.7426243351941431,0.18141717610739969
30,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,7,is_buried,0,0.708024454439794,0.16342067347661327
31,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,7,is_buried,0,0.5487976035961547,0.19052198549815297
32,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,8,is_buried,0,0.722392499423132,0.15412728784796106
33,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,8,is_buried,0,0.7218734795643813,0.18305866828851733
34,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,8,is_buried,0,0.6548815742799654,0.16663405770693837
35,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,8,is_buried,0,0.5874973375897624,0.18994012238747643
36,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,9,is_buried,0,0.7242348496892843,0.15175466148215314
37,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,9,is_buried,0,0.7247009415550041,0.1785909975486102
38,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,9,is_buried,0,0.6775585644810725,0.15621133935935896
39,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,9,is_buried,0,0.5311839400530675,0.1945972110684897
40,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,0,is_buried,1,0.5125886276488105,0.245288435600512
41,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,0,is_buried,1,0.5132628182658799,0.2688449059641548
42,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,0,is_buried,1,0.5936893233191382,0.24360144717649698
43,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,0,is_buried,1,0.3400310508169573,0.28698537064777435
44,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,1,is_buried,1,0.4329196272571585,0.26913434683244264
45,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,1,is_buried,1,0.4329204900286134,0.28433450774192004
46,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,1,is_buried,1,0.579646907183951,0.25161848456379793
47,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,1,is_buried,1,0.27962194328658474,0.30504355111168097
48,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,2,is_buried,1,0.5046982953499866,0.25487967234072256
49,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,2,is_buried,1,0.5042404214151763,0.2773009336846743
50,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,2,is_buried,1,0.6402052498846376,0.23301001858603315
51,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,2,is_buried,1,0.333689159019221,0.29360583022596837
52,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,3,is_buried,1,0.5232887751583296,0.2599666495851327
53,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,3,is_buried,1,0.523394534490119,0.2885289049547911
54,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,3,is_buried,1,0.6261711642819386,0.23904015477733478
55,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,3,is_buried,1,0.46998675746407426,0.28918461304316684
56,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,4,is_buried,1,0.4817599563381354,0.2510732549847296
57,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,4,is_buried,1,0.48195686628615075,0.26426268030814826
58,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,4,is_buried,1,0.6066825775214546,0.23345333234452725
59,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,4,is_buried,1,0.3840132284441935,0.27298382134210397
60,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,5,is_buried,1,0.47155082203633414,0.2593043159625669
61,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,5,is_buried,1,0.4710302510012734,0.27559727434930836
62,AMIE_PSEAE_Wrenbeck_2017,Augmented Potts,5,is_buried,1,0.5840220241542956,0.2449795818422466
63,AMIE_PSEAE_Wrenbeck_2017,RITA regressor,5,is_buried,1,0.37681142286836594,0.2852284999099497
64,AMIE_PSEAE_Wrenbeck_2017,Residue agnostic regressor,6,is_buried,1,0.45590445601144625,0.25182172736788183
65,AMIE_PSEAE_Wrenbeck_2017,Partial least squares,6,is_buried,1,0.4556588492489992,0.2668881479960628
